iata	icao	name	municipality	lat	lon
WCH	SCTN	Nuevo Chaitén Airport	Chaitén	-42.781943	-72.834999
WCR	PALR	Chandalar Lake Airport	Chandalar Lake	67.504501	-148.483002
WDA	WDA	Al Ain Airport Ain District, Shabwah Governorate, Yemen	Ain District	14.859579	45.545705
WDB	WAEH	Weda Bay Airport	Weda	0.467938	127.948242
WDG	KWDG	Enid Woodring Regional Airport	Enid	36.379200	-97.791100
WDH	FYWH	Hosea Kutako International Airport	Windhoek	-22.479900	17.470900
WDI	YWND	Wondai Airport		-26.277392	151.861673
WDN	90WA	Waldron Airstrip	Eastsound	48.711410	-123.018208
WDR	KWDR	Barrow County Airport	Winder	33.982899	-83.667397
WDS	ZHSY	Shiyan Wudangshan Airport	Shiyan (Maojian)	32.592889	110.906296
WEA	KWEA	Parker County Airport	Weatherford	32.746300	-97.682404
WED	WED	Wedau Airport	Wedau	-10.095400	150.082600
WEF	ZSWF	Weifang Nanyuan Airport	Weifang (Kuiwen)	36.646702	119.119003
WEH	ZSWH	Weihai Dashuibo Airport	Weihai	37.187099	122.228996
WEI	YBWP	Weipa Airport	Weipa	-12.677493	141.922618
WEL	FAWM	Welkom Airport	Welkom	-27.996825	26.663334
WEP	AYXW	Weam Airport	Weam	-8.618400	141.138100
WET	WABG	Deiyai / Waghete Baru Airport	Tigi	-4.059160	136.281715
WEW	YWWA	Wee Waa Airport		-30.258301	149.408005
WFI	FMSF	Fianarantsoa Airport	Fianarantsoa	-21.441601	47.111698
WFK	KFVE	Northern Aroostook Regional Airport	Frenchville	47.285500	-68.312798
WGA	YSWG	Wagga Wagga Airport	Forest Hill	-35.163484	147.468320
WGB	OPBR	Bahawalnagar Airport	Bahawalnagar	29.946301	73.249100
WGC	VOWA	Warangal Airport	Warangal	17.914400	79.602203
WGE	YWLG	Walgett Airport		-30.032801	148.126007
WGN	ZGSY	Shaoyang Wugang Airport	Shaoyang (Wugang)	26.806123	110.641042
WGO	KOKV	Winchester Regional Airport	Winchester	39.143501	-78.144402
WGP	WATU	Umbu Mehang Kunda Airport	Waingapu-Sumba Island	-9.669220	120.302002
WGT	YWGT	Wangaratta Airport	Laceby	-36.417914	146.306896
WHA	ZSWA	Wuhu Xuanzhou Airport	Wuhu	31.104500	118.666870
WHB	YEWA	Eliwana		-22.428395	116.887879
WHF	HSSW	Wadi Halfa Airport	Wadi Halfa	21.802698	31.521578
WHK	NZWK	Whakatāne Airport	Whakatāne	-37.922224	176.916960
WHL	WHL	Welshpool Airport	Welshpool	-38.682382	146.445331
WHN	CN-0178	Wuhan Hannan Municipal Airport	Wuhan (Hannan)	30.255210	114.062805
WHO	NZFJ	Franz Josef Aerodrome		-43.363098	170.134003
WHP	KWHP	Whiteman Airport	Pacoima	34.259300	-118.413002
WHS	EGEH	Whalsay Airstrip	Whalsay, Shetlands	60.376835	-0.927229
WHT	KARM	Wharton Regional Airport	Wharton	29.254299	-96.154404
WHU	ZSWU	Wuhu Wanli Airport / Wuhu Air Base	Wuhu	31.390600	118.408997
WIB	KF05	Wilbarger County Airport	Vernon	34.225700	-99.283798
WIC	EGPC	Wick John O'Groats Airport	Wick	58.458900	-3.093060
WIE	ETOU	Wiesbaden Army Airfield	Wiesbaden	50.049801	8.325400
WIK	NZKE	Waiheke Island Aerodrome	Waiheke Island	-36.808899	175.085999
WIL	HKNW	Nairobi Wilson Airport	Nairobi	-1.321720	36.814800
WIN	YWTN	Winton Airport		-22.363600	143.085999
WIO	YWCA	Wilcannia Airport		-31.522082	143.378358
WIR	NZWO	Wairoa Airport	Wairoa	-39.011862	177.404401
WIU	AYIX	Witu Airport	Garove Island	-4.689522	149.440112
WJA	MH-WJA	Woja Airport	Woja	7.450833	168.550000
WJF	KWJF	General William J Fox Airfield	Lancaster	34.741100	-118.219002
WJR	HKWJ	Wajir Airport	Wajir	1.733240	40.091599
WJU	RKNW	Wonju Airport / Hoengseong Air Base (K-38/K-46)	Wonju	37.437113	127.960051
WKA	NZWF	Wanaka Airport	Wanaka	-44.722091	169.246287
WKB	YWKB	Warracknabeal Airport		-36.321098	142.419006
WKF	FAWK	Waterkloof Air Force Base	Pretoria	-25.830000	28.222500
WKI	FVWT	Hwange (Town) Airport	Hwange	-18.362967	26.519791
WKJ	RJCW	Wakkanai Airport	Wakkanai	45.404202	141.800995
WKK	5A8	Aleknagik / New Airport	Aleknagik	59.282600	-158.617996
WKN	AYWQ	Wakunai Airport	Wakunai	-5.860300	155.222300
WKR	MYAW	Walkers Cay Airport	Walkers Cay	27.259656	-78.400455
WLA	YWAL	Wallal Downs Airport	Eighty Mile Beach	-19.773600	120.649002
WLC	YWCH	Walcha Airport		-31.009492	151.547442
WLD	KWLD	Strother Field	Winfield / Arkansas City	37.168598	-97.037598
WLE	YMLS	Miles Airport		-26.806447	150.168953
WLG	NZWN	Wellington International Airport	Wellington	-41.326839	174.806862
WLH	NVSW	Walaha Airport	Walaha	-15.412000	167.690994
WLK	PASK	Selawik Airport	Selawik	66.600098	-159.985992
WLL	YWOR	Wollogorang Airport		-17.219900	137.934530
WLO	YWTL	Waterloo Airport		-16.629999	129.320007
WLP	YANG	West Angelas Airport		-23.135556	118.707222
WLS	NLWW	Hihifo Airport	Wallis Island	-13.239445	-176.198650
WLU	AYPU	Walluanda Airport	Puri	-6.475161	143.987222
WLW	KWLW	Willows Glenn County Airport	Willows	39.516399	-122.218002
WMA	FMNX	Mandritsara Airport	Mandritsara	-15.845992	48.834718
WMB	YWBL	Warrnambool Airport		-38.295300	142.447006
WMC	KWMC	Winnemucca Municipal Airport	Winnemucca	40.896599	-117.806000
WMD	FMSC	Mandabe Airport	Mandabe	-21.046305	44.940412
WME	YMNE	Mount Keith Airport		-27.287330	120.554937
WMH	KBPK	Ozark Regional Airport	Mountain Home	36.368900	-92.470497
WMI	EPMO	Warsaw Modlin Airport	Nowy Dwór Mazowiecki	52.451099	20.651800
WML	FMMC	Malaimbandy Airport	Malaimbandy	-20.355390	45.543373
WMN	FMNR	Maroantsetra Airport	Maroantsetra	-15.437742	49.689081
WMO	PAWM	White Mountain Airport	White Mountain	64.689201	-163.412994
WMP	FMNP	Mampikony Airport	Mampikony	-16.071916	47.642953
WMR	FMNC	Mananara Nord Airport	Mananara Nord	-16.163900	49.773800
WMT	ZUMT	Zunyi Maotai Airport	Zunyi	27.961837	106.435416
WMX	WAVV	Wamena Airport	Wamena	-4.097324	138.952417
WNA	PANA	Napakiak Airport	Napakiak	60.690300	-161.979004
WND	YWDA	Windarra Airport	Laverton	-28.480610	122.244415
WNH	ZPWS	Wenshan Puzhehei Airport	Wenshan	23.558300	104.325500
WNI	WAWD	Matahora Airport	Wangi-wangi Island	-5.292123	123.636233
WNN	CKL3	Wunnumin Lake Airport	Wunnumin Lake	52.893902	-89.289200
WNP	RPUN	Naga Airport	Naga	13.584900	123.269997
WNR	YWDH	Windorah Airport	Windorah	-25.410641	142.668428
WNS	OPNH	Shaheed Benazirabad Airport	Nawabashah	26.219400	68.390099
WNU	AYWH	Wanuma Airport	Wanuma	-4.896100	145.321300
WNZ	ZSWZ	Wenzhou Longwan International Airport	Wenzhou (Longwan)	27.910572	120.853465
WOA	AYWO	Wonenara Airport	Wonenara	-6.796861	145.891944
WOE	EHWO	Woensdrecht Air Base	Hoogerheide	51.449100	4.342030
WOK	SVUQ	Uon Quen Airport	Uonquén	4.984002	-61.730102
WOL	YSHL	Shellharbour Airport	Albion Park Rail	-34.561100	150.789001
WON	YWDL	Wondoola Airport	Wondoola	-18.575001	140.891998
WOS	ZKWS	Wonsan Kalma Airport	Wonsan	39.165219	127.487931
WOT	RCWA	Wang'an Airport	Wang'an	23.369108	119.503598
WOW	PAUO	Willow Airport	Willow	61.754200	-150.052002
WPA	SCAS	Cabo Juan Román Airfield	Puerto Aysén	-45.399200	-72.670303
WPB	FMNG	Port Bergé Airport	Port Bergé	-15.584286	47.623587
WPC	CZPC	Pincher Creek Airport	Pincher Creek	49.520429	-113.997002
WPK	YWMP	Wrotham Park Airport	Wrotham Park	-16.658915	143.999263
WPM	AYXP	Wipim Airport	Wipim	-8.788220	142.882004
WPO	K7V2	North Fork Valley Airport	Paonia	38.831412	-107.645763
WPR	SCFM	Captain Fuentes Martinez Airport	Porvenir	-53.253700	-70.319199
WPU	SCGZ	Guardia Marina Zañartu Airport	Puerto Williams	-54.931099	-67.626297
WRA	HAWR	Warder Airport	Warder	6.972400	45.333400
WRB	KWRB	Robins Air Force Base	Warner Robins	32.640099	-83.591904
WRE	NZWR	Whangarei Airport	Whangarei	-35.769253	174.363713
WRG	PAWG	Wrangell Airport	Wrangell	56.484299	-132.369995
WRH	CN-0329	Wuerhe Airport	Orku	46.017610	85.657436
WRI	KWRI	Mc Guire Air Force Base	Wrightstown	40.015598	-74.591698
WRL	KWRL	Worland Municipal Airport	Worland	43.965698	-107.950996
WRN	YWDG	Windarling Airport	Windarling Mine	-30.032277	119.386489
WRO	EPWR	Copernicus Wrocław Airport	Wrocław	51.103719	16.882096
WRT	EGNO	Warton Aerodrome	Warton	53.745098	-2.883060
WRW	YWWG	Warrawagine Airport		-20.844200	120.702003
WRY	EGEW	Westray Airport	Westray, Orkney Islands	59.350475	-2.950062
WRZ	VCCW	Weerawila Airport	Weerawila	6.254490	81.235199
WSA	AYIW	Wasua Airport	Wasua	-8.283600	142.869700
WSF	PACS	Cape Sarichef Airport	Cape Sarichef	54.583934	-164.905727
WSG	KAFJ	Washington County Airport	Washington	40.136501	-80.290199
WSH	KHWV	Brookhaven Calabro Airport	Shirley	40.821899	-72.869400
WSI	YSWS	Western Sydney International (Nancy-Bird Walton) Airport	Sydney	-33.883461	150.712981
WSK	ZUWS	Chongqing Wushan Airport	Wushan	31.068960	109.708958
WSM	WSM	Wiseman Airport	Wiseman	67.404602	-150.123001
WSN	PFWS	South Naknek Number 2 Airport	South Naknek	58.702362	-157.005444
WSO	SMWS	Washabo Airport	Washabo	5.215277	-57.185302
WSP	MNWP	Waspam Airport	Waspam	14.739200	-83.969398
WSR	WASW	Wasior Airport	Wasior	-2.720434	134.505902
WST	KWST	Westerly State Airport	Westerly	41.349602	-71.803398
WSU	AYWS	Wasu Airport	Wasu	-5.961709	147.198225
WSY	YSHR	Shute Harbour/Whitsunday Airport	Shute Harbour	-20.276127	148.754979
WSZ	NZWS	Westport Airport	Westport	-41.737111	171.579033
WTA	FMMU	Tambohorano Airport	Tambohorano	-17.476101	43.972801
WTB	YBWW	Toowoomba Wellcamp Airport	Toowoomba	-27.558332	151.793335
WTD	MYGW	West End Airport	West End	26.685301	-78.974998
WTE	MH-WTE	Wotje Airport	Wotje	9.458333	170.238611
WTK	PAWN	Noatak Airport	Noatak	67.561241	-162.980461
WTL	A61	Tuntutuliak Airport	Tuntutuliak	60.351243	-162.654476
WTN	EGXW	RAF Waddington	Lincoln, Lincolnshire	53.166199	-0.523811
WTO	MH-WTO	Wotho Island Airport	Wotho Island	10.173300	166.003006
WTP	AYWT	Woitape Airport	Fatima Mission	-8.545833	147.252500
WTR	KE24	Whiteriver Airport	Whiteriver	33.810175	-109.986555
WTS	FMMX	Tsiroanomandidy Airport	Tsiroanomandidy	-18.759677	46.054065
WTT	AYWC	Wantoat Airport	Wantoat	-6.132500	146.467778
WTZ	NZWT	Whitianga Airport	Whitianga	-36.828731	175.682802
WUA	ZBUH	Wuhai Airport	Wuhai	39.793400	106.799300
WUD	YWUD	Wudinna Airport		-33.043301	135.447006
WUG	AYWU	Wau Airport	Wau	-7.345556	146.718611
WUH	ZHHH	Wuhan Tianhe International Airport	Wuhan (Huangpi)	30.774798	114.213723
WUI	YMMI	Murrin Murrin Airport	Murrin Murrin	-28.705299	121.890990
WUM	AYZM	Wasum Airport	Wasum	-6.049100	149.337000
WUN	YWLU	Wiluna Airport		-26.632691	120.221906
WUS	ZSWY	Nanping Wuyishan Airport	Wuyishan	27.701900	118.000999
WUT	ZBXZ	Xinzhou Wutaishan Airport	Xinzhou	38.597456	112.969173
WUU	HSWW	Wau Airport	Wau	7.725830	27.975000
WUV	AYVW	Wuvulu Island Airport	Wuvulu Island	-1.736111	142.836667
WUX	ZSWX	Sunan Shuofang International Airport	Wuxi	31.496952	120.430380
WUZ	ZGWZ	Wuzhou Xijiang Airport	Tangbu	23.403160	111.093310
WVB	FYWB	Walvis Bay International Airport	Walvis Bay(Rooikop)	-22.979332	14.647102
WVI	KWVI	Watsonville Municipal Airport	Watsonville	36.935699	-121.790001
WVK	FMSK	Manakara Airport	Manakara	-22.119699	48.021702
WVL	KWVL	Waterville Robert Lafleur Airport	Waterville	44.533199	-69.675499
WVN	EDWI	JadeWeser Airport	Wilhelmshaven	53.502220	8.052222
WWA	PAWS	Wasilla Airport	Wasilla	61.571701	-149.539993
WWD	KWWD	Cape May County Airport	Wildwood	39.008499	-74.908302
WWI	YWWI	Woodie Woodie Airport	Woodie Woodie	-21.645510	121.191184
WWK	AYWK	Wewak International Airport	Wewak	-3.583830	143.669006
WWR	KWWR	West Woodward Airport	Woodward	36.438000	-99.522667
WWT	PAEW	Mertarvik Airport	Mertarvik	60.810370	-164.499511
WWY	YWWL	West Wyalong Airport	West Wyalong	-33.937199	147.190994
WXN	ZUWX	Wanzhou Wuqiao Airport	Wanzhou	30.801700	108.433000
WYA	YWHA	Whyalla Airport	Whyalla	-33.058899	137.514008
WYE	GFYE	Yengema Airport	Yengema	8.610470	-11.045400
WYN	YWYM	Wyndham Airport		-15.511400	128.153000
WYS	KWYS	Yellowstone Airport	West Yellowstone	44.688400	-111.117996
WZA	DGLW	Wa Airport	Wa	10.082700	-2.507690
WZQ	WZQ	Urad Middle Banner Airport	Urad Middle Banner	41.460289	108.539085
XAI	ZHXY	Xinyang Minggang Airport	Xinyang	32.540819	114.079141
XAL	MX-XAL	Álamos Airport	Álamos	27.039000	-108.949021
XAP	SBCH	Serafin Enoss Bertaso Airport	Chapecó	-27.134199	-52.656601
XAR	DFOY	Aribinda Airport	Aribinda	14.217000	-0.883000
XAU	SOOS	Saül Airport	Saül	3.613610	-53.204201
XBE	CNE3	Bearskin Lake Airport	Bearskin Lake	53.965599	-91.027199
XBG	DFEB	Bogande Airport	Bogande	12.983000	-0.167000
XBJ	OIMB	Birjand International Airport	Birjand	32.896525	59.281258
XBN	AYBZ	Biniguni Airport	Biniguni	-9.642500	149.303889
XBO	DFEA	Boulsa Airport	Boulsa	12.650000	-0.567000
XBR	CNL3	Brockville - Thousand Islands Regional Tackaberry Airport	Brockville	44.639400	-75.750298
XCH	YPXM	Christmas Island International Airport	Flying Fish Cove	-10.450387	105.691100
XCL	CJS3	Cluff Lake Airport	Cluff Lake	58.391102	-109.515999
XCM	CYCK	Chatham Kent Airport	Chatham-Kent	42.306400	-82.081902
XCO	YOLA	Colac Airport	Colac Otway Shire	-38.286701	143.679993
XCR	LFOK	Chalons Vatry airport	Chalons en Champagne	48.773330	4.206110
XDE	DFOU	Diebougou Airport	Diebougou	10.950000	-3.250000
XDJ	DFCJ	Djibo Airport	Djibo	14.125000	-1.624722
XEN	ZYXC	Xingcheng Air Base	Huludao (Xingcheng)	40.580328	120.700374
XES	KC02	Grand Geneva Resort Airport	Lake Geneva	42.614899	-88.389603
XFN	ZHXF	Xiangyang Liuji Airport	Xiangyang (Xiangzhou)	32.152222	112.291666
XFT	KBPD	Big Pine Sands STOLGround	Big Pine Key, Florida	24.723717	-81.387856
XFW	EDHI	Hamburg-Finkenwerder Airport	Hamburg	53.535278	9.835556
XGA	DFOG	Gaoua Airport	Gaoua	10.384059	-3.163454
XGG	DFEG	Gorom-Gorom Airport	Gorom-Gorom	14.454174	-0.218644
XGN	FNXA	Xangongo Airport	Xangongo	-16.755400	14.965300
XGR	CYLU	Kangiqsualujjuaq (Georges River) Airport	Kangiqsualujjuaq	58.711399	-65.992798
XIC	ZUXC	Xichang Qingshan Airport	Liangshan (Xichang)	27.989100	102.183998
XIE	VLXL	Xienglom Airport	Xienglom	19.620300	100.815332
XIG	XIG	Xinguara Municipal Airport	Xinguara	-7.090600	-49.976500
XIJ	OKAJ	Ahmed Al Jaber Air Base	Ahmed Al Jaber AB	28.934799	47.791901
XIL	ZBXH	Xilinhot Airport	Xilinhot	43.915600	115.963997
XIN	ZGXN	Xingning Air Base	Meizhou (Xingning)	24.149200	115.758003
XIY	ZLXY	Xi'an Xianyang International Airport	Xi'an	34.442207	108.762385
XJD	OTBH	Al Udeid Air Base	Ar Rayyan	25.117300	51.314999
XJM	OPMA	Mangla Airport	Mangla	33.050098	73.638397
XKA	DFEL	Kantchari Airport	Kantchari	12.464046	1.492939
XKH	VLXK	Xieng Khouang Airport	Xieng Khouang	19.450001	103.157997
XKS	CYAQ	Kasabonika Airport	Kasabonika	53.524700	-88.642799
XKY	DFCA	Kaya Airport	Kaya	13.077361	-1.100278
XLB	CZWH	Lac Brochet Airport	Lac Brochet	58.614279	-101.468954
XLS	GOSS	Saint Louis Airport	Saint Louis	16.049814	-16.461039
XLU	DFCL	Leo Airport	Leo	11.100000	-2.100000
XMA	XMA	Maramag Airport	Maramag	7.753800	125.033300
XMC	YMCO	Mallacoota Airport		-37.598301	149.720001
XMD	KMDS	Madison Municipal Airport	Madison	44.015999	-97.085899
XMG	VNMN	Mahendranagar Airport	Mahendranagar	28.963200	80.147903
XMH	NTGI	Manihi Airport		-14.436800	-146.070007
XMI	HTMI	Masasi Airport	Masasi	-10.733000	38.766998
XML	YMIN	Minlaton Airport		-34.743801	137.529087
XMN	ZSAM	Xiamen Gaoqi International Airport	Xiamen	24.543889	118.127454
XMP	CFC4	Macmillan Pass Airport	Macmillan Pass	63.181099	-130.201996
XMS	SEMC	Coronel E Carvajal Airport	Macas	-2.299170	-78.120796
XMY	YYMI	Yam Island Airport	Yam Island	-9.899187	142.774265
XNA	KXNA	Northwest Arkansas National Airport	Fayetteville/Springdale/Rogers	36.281898	-94.306801
XNH	ORTL	Ali Air Base	Nasiriyah	30.935801	46.090099
XNN	ZLXN	Xining Caojiabao International Airport	Haidong (Huzhu Tu Autonomous County)	36.527750	102.040215
XNT	ZBXT	Xingtai Dalian Airport	Xingtai	36.883100	114.429300
XNU	DFON	Nouna Airport	Nouna	12.750000	-3.867000
XPA	DFEP	Pama Airport	Pama	11.250000	0.700000
XPK	CZFG	Pukatawagan Airport	Pukatawagan	55.749199	-101.265999
XPL	MHPR	Palmerola International Airport	Palmerola	14.382400	-87.621201
XPP	CZNG	Poplar River Airport	Poplar River	52.996526	-97.274194
XPR	KIEN	Pine Ridge Airport	Pine Ridge	43.020902	-102.506089
XQP	MRQP	Quepos Managua Airport	Quepos	9.443160	-84.129799
XQU	CAT4	Qualicum Beach Airport	Qualicum Beach	49.337456	-124.393086
XRH	YSRI	RAAF Base Richmond	Richmond	-33.604652	150.783051
XRQ	XRQ	New Barag Right Banner Baogede Airport	New Barag Right Banner	48.575585	116.939382
XRR	CYDM	Ross River Airport	Ross River	61.970600	-132.423004
XRY	LEJR	Jerez Airport	Jerez de la Frontera	36.744598	-6.060110
XSB	OMBY	Sir Bani Yas Airport	Sir Bani Yas	24.283611	52.580278
XSC	MBSC	South Caicos Airport	South Caicos	21.515699	-71.528503
XSD	KTNX	Tonopah Test Range Airport	Tonopah	37.798801	-116.780998
XSE	DFES	Sebba Airport	Sebba	13.450000	0.517000
XSI	CZSN	South Indian Lake Airport	South Indian Lake	56.792801	-98.907204
XSO	PRNO	Siocon Airport	Siocon	7.710035	122.161989
XSP	WSSL	Seletar Airport	Seletar	1.415550	103.866730
XTG	YTGM	Thargomindah Airport	Thargomindah	-27.986368	143.812065
XTL	CYBQ	Tadoule Lake Airport	Tadoule Lake	58.706308	-98.511057
XTO	YTAM	Taroom Airport		-25.801701	149.899994
XTR	YTAA	Tara Airport		-27.163054	150.476423
XUZ	ZSXZ	Xuzhou Guanyin International Airport	Xuzhou	34.059056	117.555278
XWA	KXWA	Williston Basin International Airport	Williston	48.260863	-103.751160
XYA	AGGY	Yandina Airport	Yandina	-9.092816	159.218410
XYE	VYYE	Ye Airport	Ye	15.301361	97.864288
XYR	AYED	Edwaki Airport	Yellow River Mission	-3.883986	141.792234
XZA	DFEZ	Zabré Airport	Zabré	11.167000	-0.617000
YAA	CAJ4	Anahim Lake Airport	Anahim Lake	52.451501	-125.303776
YAB	CYAB	Arctic Bay Airport	Arctic Bay	73.006101	-85.046160
YAC	CYAC	Cat Lake Airport	Cat Lake	51.727200	-91.824402
YAE	UNIJ	Yartsevo Airport	Yartsevo	60.255001	90.195000
YAG	CYAG	Fort Frances Municipal Airport	Fort Frances	48.655749	-93.443490
YAH	CYAH	La Grande-4 Airport	La Grande-4	53.754700	-73.675301
YAI	SCCH	Gral. Bernardo O´Higgins Airport	Chillan	-36.582500	-72.031403
YAK	PAYA	Yakutat Airport	Yakutat	59.508717	-139.660435
YAL	CYAL	Alert Bay Airport	Alert Bay	50.582199	-126.916000
YAM	CYAM	Sault Ste Marie Airport	Sault Ste Marie	46.483216	-84.508467
YAN	FZIR	Yangambi Airport	Yangambi	0.783000	24.466999
YAO	FKKY	Yaoundé Ville Airport	Yaoundé	3.836040	11.523500
YAP	PTYA	Yap International Airport	Yap Island	9.498910	138.082993
YAR	CYAD	La Grande-3 Airport	La Grande-3	53.571701	-76.196404
YAS	NFSW	Yasawa Island Airport	Yasawa Island	-16.758900	177.544998
YAT	CYAT	Attawapiskat Airport	Attawapiskat	52.927502	-82.431900
YAU	CTP9	Donaldson Airport	Kattiniq	61.662201	-73.321404
YAX	CKB6	Wapekeka Airport	Angling Lake	53.849201	-89.579399
YAY	CYAY	St. Anthony Airport	St. Anthony	51.391909	-56.083210
YAZ	CYAZ	Tofino / Long Beach Airport	Tofino	49.079833	-125.775583
YBA	CYBA	Banff Airport	Banff	51.208222	-115.540624
YBB	CYBB	Kugaaruk Airport	Kugaaruk	68.535711	-89.805508
YBC	CYBC	Baie-Comeau Airport	Baie-Comeau	49.132500	-68.204399
YBE	CYBE	Uranium City Airport	Uranium City	59.561401	-108.481003
YBG	CYBG	Saguenay-Bagotville Airport	Saguenay	48.330123	-70.992012
YBI	CCE4	Black Tickle Airport	Black Tickle	53.469836	-55.787501
YBK	CYBK	Baker Lake Airport	Baker Lake	64.298897	-96.077797
YBL	CYBL	Campbell River Airport	Campbell River	49.950802	-125.271004
YBO	CBW4	Bob Quinn Lake Airport	Bob Quinn Lake	56.966702	-130.250000
YBP	ZUYB	Yibin Wuliangye Airport	Yibin (Cuiping)	28.858431	104.526157
YBR	CYBR	Brandon Municipal Airport	Brandon	49.910000	-99.951897
YBS	CKM8	Opapimiskan Lake Airport	Opapimiskan Lake	52.606701	-90.376900
YBT	CYBT	Brochet Airport	Brochet	57.889400	-101.679001
YBV	CYBV	Berens River Airport	Berens River	52.358898	-97.018303
YBX	CYBX	Lourdes-de-Blanc-Sablon Airport	Blanc-Sablon	51.443600	-57.185299
YBY	CYBF	Bonnyville Airport	Bonnyville	54.304199	-110.744003
YCA	CAH3	Courtenay Airpark	Courtenay	49.679237	-124.980640
YCB	CYCB	Cambridge Bay Airport	Cambridge Bay	69.108101	-105.138000
YCC	CYCC	Cornwall Regional Airport	Cornwall	45.092637	-74.567724
YCD	CYCD	Nanaimo Airport	Nanaimo	49.054970	-123.869863
YCE	CYCE	Centralia / James T. Field Memorial Aerodrome	Huron Park	43.285599	-81.508301
YCG	CYCG	Castlegar/West Kootenay Regional Airport	Castlegar	49.296398	-117.632004
YCH	CYCH	Miramichi Airport	Miramichi	47.007801	-65.449203
YCK	CYVL	Tommy Kochon Airport	Colville Lake	67.020150	-126.128364
YCL	CYCL	Charlo Airport	Charlo	47.990799	-66.330299
YCM	CYSN	Niagara District Airport	Niagara-on-the-Lake	43.191598	-79.171686
YCN	CYCN	Cochrane Airport	Cochrane	49.105598	-81.013603
YCO	CYCO	Kugluktuk Airport	Kugluktuk	67.816408	-115.143070
YCQ	CYCQ	Chetwynd Airport	Chetwynd	55.687199	-121.626999
YCR	CYCR	Cross Lake (Charlie Sinclair Memorial) Airport	Cross Lake	54.609758	-97.762442
YCS	CYCS	Chesterfield Inlet Airport	Chesterfield Inlet	63.346901	-90.731102
YCT	CYCT	Coronation Airport	Coronation	52.075001	-111.445000
YCU	ZBYC	Yuncheng Yanhu International Airport	Yuncheng (Yanhu)	35.117823	111.034023
YCW	CYCW	Chilliwack Airport	Chilliwack	49.153157	-121.939309
YCY	CYCY	Clyde River Airport	Clyde River	70.486099	-68.516701
YCZ	CYCZ	Fairmont Hot Springs Airport	Fairmont Hot Springs	50.331052	-115.873739
YDA	CYDA	Dawson City Airport	Dawson City	64.043098	-139.128006
YDB	CYDB	Burwash Airport	Burwash Landing	61.371101	-139.041000
YDC	CER3	Drayton Valley Industrial Airport	Drayton Valley	53.265800	-114.959999
YDF	CYDF	Deer Lake Airport	Deer Lake	49.208159	-57.396147
YDG	CYID	Digby / Annapolis Regional Airport	Digby	44.545845	-65.785425
YDJ	CJL2	Hatchet Lake Airport	Hatchet Lake	58.662498	-103.538002
YDL	CYDL	Dease Lake Airport	Dease Lake	58.422199	-130.031998
YDN	CYDN	Dauphin Barker Airport	Dauphin	51.100800	-100.052002
YDO	CYDO	Dolbeau-Saint-Felicien Airport	Dolbeau-Saint-Felicien	48.778500	-72.375000
YDP	CYDP	Nain Airport	Nain	56.550778	-61.682224
YDQ	CYDQ	Dawson Creek Airport	Dawson Creek	55.741245	-120.183263
YDT	CZBB	Boundary Bay Airport	Delta	49.074338	-123.006877
YDU	CJL8	Kasba Lake Airport	Kasba Lake	60.291901	-102.501999
YDV	CZTA	Bloodvein River Airport	Bloodvein River	51.784568	-96.692305
YDW	CKV4	North of Sixty Airport	Obre Lake	60.315719	-103.131324
YEB	CPF2	Bar River Airport	Echo Bay	46.421233	-84.096478
YEC	RKTY	Yecheon Airbase	Yecheon-ri	36.630373	128.349710
YEG	CYEG	Edmonton International Airport	Edmonton	53.309700	-113.580002
YEH	CN-0362	Yinchuan Yueyahu Airport	Yinchuan	38.588095	106.539788
YEI	LTBR	Bursa Yenişehir Airport	Yenişehir	40.255199	29.562599
YEK	CYEK	Arviat Airport	Arviat	61.094200	-94.070801
YEL	CYEL	Elliot Lake Municipal Airport	Elliot Lake	46.351398	-82.561401
YEM	CYEM	Manitoulin East Municipal Airport	Sheguiandah	45.842435	-81.857595
YEN	CYEN	Estevan Airport	Estevan	49.210300	-102.966003
YEO	EGDY	RNAS Yeovilton	Yeovil, Somerset	51.009399	-2.638820
YEQ	AYYK	Yenkis(Yankisa) Airport		-5.109722	143.917667
YER	CYER	Fort Severn Airport	Fort Severn	56.018902	-87.676102
YES	OISY	Yasuj Airport	Yasuj	30.702238	51.542988
YET	CYET	Edson Airport	Edson	53.578899	-116.464996
YEU	CYEU	Eureka Airport	Eureka	79.994698	-85.814201
YEV	CYEV	Inuvik Mike Zubko Airport	Inuvik	68.304199	-133.483002
YEY	CYEY	Amos/Magny Airport	Amos	48.563903	-78.249702
YFA	CYFA	Fort Albany Airport	Fort Albany	52.203451	-81.695194
YFB	CYFB	Iqaluit Airport	Iqaluit	63.756402	-68.555801
YFC	CYFC	Fredericton International Airport	Fredericton	45.868697	-66.529891
YFE	CYFE	Forestville Airport	Forestville	48.746101	-69.097198
YFG	CTU2	Fontanges Airport	Fontanges	54.553902	-71.173302
YFH	CYFH	Fort Hope Airport	Fort Hope	51.561901	-87.907799
YFI	CFG6	Fort Mackay / Firebag	Suncor Energy Site	57.275833	-110.976666
YFJ	CYWE	Wekweètì Airport	Wekweètì	64.190804	-114.077002
YFO	CYFO	Flin Flon Airport	Flin Flon	54.678101	-101.681999
YFR	CYFR	Fort Resolution Airport	Fort Resolution	61.180801	-113.690002
YFS	CYFS	Fort Simpson Airport	Fort Simpson	61.760201	-121.237000
